JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
SALAJ," 4,835     "," 2,139     "," 2,696     "," 1,090     "," 3,745     ", 4.64     , 4.68     , 4.62     ,
SATU M.," 4,483     "," 2,057     "," 2,426     ", 683     ," 3,800     ", 3.07     , 3.04     , 3.09     ,
SIBIU," 3,843     "," 1,816     "," 2,027     "," 1,451     "," 2,392     ", 1.95     , 2.11     , 1.83     ,
SUCEAVA," 10,271     "," 4,590     "," 5,681     "," 2,742     "," 7,529     ", 4.47     , 4.42     , 4.51     ,
TELEORMAN," 8,632     "," 3,663     "," 4,969     "," 1,371     "," 7,261     ", 6.19     , 5.49     , 6.83     ,
TIMIS," 3,255     "," 1,848     "," 1,407     "," 1,831     "," 1,424     ", 0.93     , 1.18     , 0.72     ,
TULCEA," 2,546     "," 1,286     "," 1,260     ", 559     ," 1,987     ", 3.08     , 3.37     , 2.83     ,
VALCEA," 4,964     "," 2,459     "," 2,505     "," 1,893     "," 3,071     ", 3.06     , 3.45     , 2.76     ,
VASLUI," 9,179     "," 3,888     "," 5,291     "," 1,278     "," 7,901     ", 7.00     , 6.03     , 7.93     ,
VRANCEA," 5,781     "," 2,517     "," 3,264     ", 915     ," 4,866     ", 4.24     , 3.94     , 4.50     ,
Total ," 256,080     "," 119,404     "," 136,676     "," 62,472     "," 193,608     ", 2.93     , 3.00     , 2.87     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
