JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
NEAMT," 5,471     "," 2,451     "," 3,020     ", 860     ," 4,611     ", 3.02     , 3.04     , 3.00     ,
OLT," 7,326     "," 3,268     "," 4,058     ", 768     ," 6,558     ", 4.57     , 4.51     , 4.62     ,
PRAHOVA," 5,820     "," 2,942     "," 2,878     "," 1,621     "," 4,199     ", 2.00     , 2.41     , 1.70     ,
SALAJ," 4,354     "," 1,917     "," 2,437     ", 668     ," 3,686     ", 4.18     , 4.19     , 4.17     ,
SATU M.," 4,428     "," 2,022     "," 2,406     ", 461     ," 3,967     ", 3.03     , 2.99     , 3.06     ,
SIBIU," 3,443     "," 1,651     "," 1,792     ", 832     ," 2,611     ", 1.75     , 1.92     , 1.62     ,
SUCEAVA," 9,990     "," 4,379     "," 5,611     "," 2,314     "," 7,676     ", 4.35     , 4.21     , 4.45     ,
TELEORMAN," 8,150     "," 3,477     "," 4,673     ", 922     ," 7,228     ", 5.84     , 5.21     , 6.42     ,
TIMIS," 2,756     "," 1,450     "," 1,306     "," 1,020     "," 1,736     ", 0.78     , 0.93     , 0.67     ,
TULCEA," 2,391     "," 1,220     "," 1,171     ", 458     ," 1,933     ", 2.89     , 3.19     , 2.63     ,
VALCEA," 4,270     "," 2,139     "," 2,131     "," 1,451     "," 2,819     ", 2.63     , 3.00     , 2.34     ,
VASLUI," 8,561     "," 3,547     "," 5,014     ", 657     ," 7,904     ", 6.53     , 5.50     , 7.52     ,
VRANCEA," 5,007     "," 2,208     "," 2,799     ", 565     ," 4,442     ", 3.67     , 3.46     , 3.86     ,
Total ," 224,044     "," 105,928     "," 118,116     "," 39,090     "," 184,954     ", 2.56     , 2.66     , 2.48     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
