JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
GORJ," 5,159     "," 2,463     "," 2,696     "," 2,152     "," 3,007     ", 3.82     , 3.93     , 3.72     ,
HARGHITA," 6,108     "," 3,141     "," 2,967     "," 2,348     "," 3,760     ", 4.52     , 5.28     , 3.92     ,
HUNEDOARA," 5,963     "," 3,365     "," 2,598     "," 3,689     "," 2,274     ", 3.47     , 4.19     , 2.85     ,
IALOMITA," 4,073     "," 1,897     "," 2,176     "," 1,018     "," 3,055     ", 4.34     , 4.38     , 4.31     ,
IASI," 9,026     "," 4,215     "," 4,811     "," 1,968     "," 7,058     ", 3.04     , 3.02     , 3.05     ,
ILFOV," 1,423     ", 876     , 547     , 946     , 477     , 0.69     , 0.99     , 0.46     ,
MARAMURES," 5,042     "," 2,510     "," 2,532     "," 2,022     "," 3,020     ", 2.50     , 2.70     , 2.33     ,
MEHEDINTI," 6,227     "," 2,831     "," 3,396     "," 1,717     "," 4,510     ", 6.10     , 5.96     , 6.23     ,
MUN. BUC.," 15,317     "," 8,220     "," 7,097     "," 4,793     "," 10,524     ", 1.24     , 1.34     , 1.14     ,
MURES," 5,999     "," 2,959     "," 3,040     "," 2,100     "," 3,899     ", 2.55     , 2.82     , 2.33     ,
NEAMT," 7,869     "," 3,809     "," 4,060     "," 2,432     "," 5,437     ", 4.32     , 4.58     , 4.11     ,
OLT," 9,332     "," 4,371     "," 4,961     "," 2,118     "," 7,214     ", 5.79     , 5.91     , 5.69     ,
PRAHOVA," 8,935     "," 4,778     "," 4,157     "," 4,466     "," 4,469     ", 3.07     , 3.87     , 2.48     ,
SALAJ," 5,253     "," 2,521     "," 2,732     "," 1,700     "," 3,553     ", 5.08     , 5.57     , 4.70     ,
SATU M.," 5,280     "," 2,471     "," 2,809     ", 958     ," 4,322     ", 3.61     , 3.67     , 3.56     ,
SIBIU," 5,207     "," 2,626     "," 2,581     "," 2,440     "," 2,767     ", 2.65     , 3.07     , 2.33     ,
SUCEAVA," 12,034     "," 5,815     "," 6,219     "," 4,588     "," 7,446     ", 5.20     , 5.48     , 4.96     ,
TELEORMAN," 8,381     "," 3,807     "," 4,574     "," 1,790     "," 6,591     ", 5.97     , 5.56     , 6.36     ,
TIMIS," 4,055     "," 2,316     "," 1,739     "," 2,714     "," 1,341     ", 1.16     , 1.50     , 0.89     ,
TULCEA," 2,597     "," 1,333     "," 1,264     ", 774     ," 1,823     ", 3.14     , 3.44     , 2.87     ,
VALCEA," 5,909     "," 2,996     "," 2,913     "," 2,643     "," 3,266     ", 3.66     , 4.15     , 3.27     ,
VASLUI," 9,011     "," 3,988     "," 5,023     "," 1,552     "," 7,459     ", 6.75     , 6.16     , 7.30     ,
VRANCEA," 5,586     "," 2,503     "," 3,083     "," 1,188     "," 4,398     ", 4.10     , 3.92     , 4.25     ,
Total ," 285,731     "," 140,164     "," 145,567     "," 93,969     "," 191,762     ", 3.27     , 3.50     , 3.07     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
