JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
MEHEDINTI," 5,727     "," 2,525     "," 3,202     ", 632     ," 5,095     ", 6.93     , 7.03     , 6.86     ,
MUN. BUC.," 12,244     "," 7,021     "," 5,223     "," 1,088     "," 11,156     ", 1.00     , 1.14     , 0.86     ,
MURES," 5,695     "," 2,671     "," 3,024     ", 903     ," 4,792     ", 2.74     , 3.02     , 2.53     ,
NEAMT," 6,570     "," 2,799     "," 3,771     "," 1,066     "," 5,504     ", 4.37     , 4.31     , 4.41     ,
OLT," 7,085     "," 3,268     "," 3,817     ", 787     ," 6,298     ", 5.48     , 5.90     , 5.16     ,
PRAHOVA," 5,829     "," 2,996     "," 2,833     "," 1,615     "," 4,214     ", 2.19     , 2.72     , 1.82     ,
SALAJ," 4,572     "," 2,024     "," 2,548     ", 685     ," 3,887     ", 5.10     , 5.34     , 4.92     ,
SATU MARE," 4,450     "," 1,982     "," 2,468     ", 489     ," 3,961     ", 3.48     , 3.48     , 3.49     ,
SIBIU," 4,659     "," 2,414     "," 2,245     ", 783     ," 3,876     ", 2.53     , 2.95     , 2.19     ,
SUCEAVA," 10,288     "," 4,489     "," 5,799     "," 2,180     "," 8,108     ", 5.38     , 5.44     , 5.33     ,
TELEORMAN," 8,491     "," 3,580     "," 4,911     ", 841     ," 7,650     ", 7.83     , 7.13     , 8.42     ,
TIMIS," 1,974     ", 997     , 977     , 759     ," 1,215     ", 0.60     , 0.72     , 0.52     ,
TULCEA," 2,653     "," 1,320     "," 1,333     ", 567     ," 2,086     ", 3.66     , 4.06     , 3.33     ,
VALCEA," 4,219     "," 2,051     "," 2,168     "," 1,192     "," 3,027     ", 3.04     , 3.43     , 2.74     ,
VASLUI," 8,540     "," 3,522     "," 5,018     ", 619     ," 7,921     ", 8.06     , 7.12     , 8.88     ,
VRANCEA," 4,385     "," 1,898     "," 2,487     ", 473     ," 3,912     ", 3.87     , 3.65     , 4.06     ,
Total ," 225,942     "," 107,918     "," 118,024     "," 37,820     "," 188,122     ", 2.88     , 3.09     , 2.72     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
