JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
GALATI," 12,027     "," 5,345     "," 6,682     "," 2,291     "," 9,736     ", 6.33     , 6.23     , 6.41     ,
GIURGIU," 2,153     "," 1,175     ", 978     , 757     ," 1,396     ", 2.68     , 3.17     , 2.26     ,
GORJ," 4,979     "," 2,422     "," 2,557     "," 2,138     "," 2,841     ", 3.68     , 3.86     , 3.53     ,
HARGHITA," 5,517     "," 2,883     "," 2,634     "," 2,304     "," 3,213     ", 4.08     , 4.85     , 3.48     ,
HUNEDOARA," 6,009     "," 3,381     "," 2,628     "," 3,935     "," 2,074     ", 3.50     , 4.21     , 2.88     ,
IALOMITA," 4,294     "," 2,008     "," 2,286     "," 1,039     "," 3,255     ", 4.58     , 4.64     , 4.53     ,
IASI," 9,078     "," 4,289     "," 4,789     "," 1,933     "," 7,145     ", 3.05     , 3.08     , 3.03     ,
ILFOV, 922     , 551     , 371     , 460     , 462     , 0.44     , 0.62     , 0.31     ,
MARAMURES," 5,008     "," 2,466     "," 2,542     "," 1,923     "," 3,085     ", 2.48     , 2.65     , 2.34     ,
MEHEDINTI," 6,329     "," 2,876     "," 3,453     "," 1,704     "," 4,625     ", 6.20     , 6.05     , 6.34     ,
MUN. BUC.," 15,343     "," 8,200     "," 7,143     "," 4,881     "," 10,462     ", 1.24     , 1.34     , 1.15     ,
MURES," 5,910     "," 2,924     "," 2,986     "," 2,131     "," 3,779     ", 2.51     , 2.78     , 2.29     ,
NEAMT," 8,370     "," 3,999     "," 4,371     "," 2,308     "," 6,062     ", 4.60     , 4.81     , 4.42     ,
OLT," 9,460     "," 4,420     "," 5,040     "," 1,981     "," 7,479     ", 5.87     , 5.97     , 5.78     ,
PRAHOVA," 9,071     "," 4,825     "," 4,246     "," 4,561     "," 4,510     ", 3.12     , 3.91     , 2.53     ,
SALAJ," 5,254     "," 2,502     "," 2,752     "," 1,700     "," 3,554     ", 5.08     , 5.52     , 4.74     ,
SATU M.," 5,223     "," 2,460     "," 2,763     ", 938     ," 4,285     ", 3.57     , 3.65     , 3.50     ,
SIBIU," 5,360     "," 2,710     "," 2,650     "," 2,622     "," 2,738     ", 2.73     , 3.17     , 2.39     ,
SUCEAVA," 11,600     "," 5,624     "," 5,976     "," 4,487     "," 7,113     ", 5.01     , 5.30     , 4.76     ,
TELEORMAN," 7,968     "," 3,702     "," 4,266     "," 1,893     "," 6,075     ", 5.68     , 5.40     , 5.93     ,
TIMIS," 4,289     "," 2,462     "," 1,827     "," 2,825     "," 1,464     ", 1.22     , 1.59     , 0.93     ,
TULCEA," 2,478     "," 1,276     "," 1,202     ", 830     ," 1,648     ", 2.99     , 3.30     , 2.73     ,
VALCEA," 6,292     "," 3,181     "," 3,111     "," 2,696     "," 3,596     ", 3.90     , 4.41     , 3.49     ,
VASLUI," 8,671     "," 3,829     "," 4,842     "," 1,549     "," 7,122     ", 6.50     , 5.92     , 7.04     ,
VRANCEA," 5,422     "," 2,449     "," 2,973     "," 1,191     "," 4,231     ", 3.98     , 3.84     , 4.10     ,
Total ," 285,294     "," 139,829     "," 145,465     "," 93,965     "," 191,329     ", 3.26     , 3.49     , 3.07     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
