JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
SUCEAVA," 10,735     "," 4,982     "," 5,753     "," 3,865     "," 6,870     ", 4.64     , 4.74     , 4.55     ,
TELEORMAN," 8,565     "," 3,824     "," 4,741     "," 1,625     "," 6,940     ", 5.96     , 5.44     , 6.47     ,
TIMIS," 3,220     "," 1,821     "," 1,399     "," 2,071     "," 1,149     ", 0.92     , 1.19     , 0.70     ,
TULCEA," 2,718     "," 1,384     "," 1,334     ", 788     ," 1,930     ", 3.31     , 3.62     , 3.03     ,
VALCEA," 5,301     "," 2,682     "," 2,619     "," 2,301     "," 3,000     ", 3.32     , 3.80     , 2.94     ,
VASLUI," 6,972     "," 2,997     "," 3,975     "," 1,271     "," 5,701     ", 5.18     , 4.68     , 5.63     ,
VRANCEA," 5,002     "," 2,296     "," 2,706     "," 1,039     "," 3,963     ", 3.68     , 3.65     , 3.71     ,
Total ," 260,667     "," 124,907     "," 135,760     "," 79,479     "," 181,188     ", 3.00     , 3.15     , 2.87     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
