JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
TIMIS," 2,757     "," 1,514     "," 1,243     "," 1,062     "," 1,695     ", 0.82     , 1.03     , 0.66     ,
TULCEA," 2,657     "," 1,370     "," 1,287     ", 496     ," 2,161     ", 3.61     , 4.02     , 3.25     ,
VALCEA," 4,393     "," 2,162     "," 2,231     "," 1,214     "," 3,179     ", 3.07     , 3.45     , 2.77     ,
VASLUI," 8,065     "," 3,338     "," 4,727     ", 662     ," 7,403     ", 7.43     , 6.56     , 8.21     ,
VRANCEA," 4,378     "," 1,966     "," 2,412     ", 596     ," 3,782     ", 3.78     , 3.72     , 3.83     ,
Total ," 230,545     "," 111,683     "," 118,862     "," 40,231     "," 190,314     ", 2.86     , 3.08     , 2.68     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
