JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
SUCEAVA," 10,111     "," 4,468     "," 5,643     "," 2,449     "," 7,662     ", 5.15     , 5.20     , 5.11     ,
TELEORMAN," 8,026     "," 3,463     "," 4,563     "," 1,049     "," 6,977     ", 7.26     , 6.86     , 7.59     ,
TIMIS," 2,755     "," 1,523     "," 1,232     "," 1,121     "," 1,634     ", 0.82     , 1.04     , 0.65     ,
TULCEA," 2,689     "," 1,412     "," 1,277     ", 508     ," 2,181     ", 3.65     , 4.14     , 3.22     ,
VALCEA," 4,551     "," 2,256     "," 2,295     "," 1,283     "," 3,268     ", 3.18     , 3.60     , 2.85     ,
VASLUI," 8,083     "," 3,366     "," 4,717     ", 669     ," 7,414     ", 7.45     , 6.61     , 8.19     ,
VRANCEA," 4,415     "," 2,005     "," 2,410     ", 606     ," 3,809     ", 3.81     , 3.79     , 3.83     ,
Total ," 229,289     "," 111,280     "," 118,009     "," 40,889     "," 188,400     ", 2.85     , 3.07     , 2.67     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
