JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
TIMIS," 2,634     "," 1,457     "," 1,177     "," 1,481     "," 1,153     ", 0.75     , 0.93     , 0.60     ,
TULCEA," 2,402     "," 1,193     "," 1,209     ", 607     ," 1,795     ", 2.90     , 3.12     , 2.72     ,
VALCEA," 4,651     "," 2,306     "," 2,345     "," 1,812     "," 2,839     ", 2.87     , 3.24     , 2.58     ,
VASLUI," 8,908     "," 3,702     "," 5,206     "," 1,130     "," 7,778     ", 6.79     , 5.74     , 7.81     ,
VRANCEA," 5,231     "," 2,272     "," 2,959     ", 834     ," 4,397     ", 3.84     , 3.56     , 4.08     ,
Total ," 237,887     "," 110,873     "," 127,014     "," 56,657     "," 181,230     ", 2.72     , 2.79     , 2.67     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
