JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
MURES," 6,819     "," 3,177     "," 3,642     "," 1,104     "," 5,715     ", 3.28     , 3.59     , 3.05     ,
NEAMT," 6,081     "," 2,650     "," 3,431     "," 1,430     "," 4,651     ", 4.04     , 4.08     , 4.01     ,
OLT," 8,194     "," 3,765     "," 4,429     ", 965     ," 7,229     ", 6.33     , 6.80     , 5.99     ,
PRAHOVA," 5,876     "," 2,911     "," 2,965     "," 1,673     "," 4,203     ", 2.21     , 2.65     , 1.90     ,
SALAJ," 4,627     "," 2,000     "," 2,627     ", 785     ," 3,842     ", 5.16     , 5.28     , 5.07     ,
SATU MARE," 4,920     "," 2,154     "," 2,766     ", 589     ," 4,331     ", 3.85     , 3.78     , 3.91     ,
SIBIU," 4,353     "," 2,036     "," 2,317     ", 863     ," 3,490     ", 2.36     , 2.49     , 2.26     ,
SUCEAVA," 10,819     "," 4,561     "," 6,258     "," 2,916     "," 7,903     ", 5.65     , 5.53     , 5.75     ,
TELEORMAN," 9,216     "," 3,924     "," 5,292     ", 971     ," 8,245     ", 8.49     , 7.82     , 9.08     ,
TIMIS," 2,661     "," 1,382     "," 1,279     ", 980     ," 1,681     ", 0.81     , 0.99     , 0.68     ,
TULCEA," 2,967     "," 1,403     "," 1,564     ", 860     ," 2,107     ", 4.09     , 4.32     , 3.91     ,
VALCEA," 4,757     "," 2,357     "," 2,400     "," 1,492     "," 3,265     ", 3.42     , 3.94     , 3.03     ,
VASLUI," 9,098     "," 3,717     "," 5,381     ", 907     ," 8,191     ", 8.58     , 7.51     , 9.52     ,
VRANCEA," 4,966     "," 2,157     "," 2,809     ", 649     ," 4,317     ", 4.39     , 4.15     , 4.59     ,
Total ," 239,064     "," 111,942     "," 127,122     "," 45,531     "," 193,533     ", 3.05     , 3.20     , 2.93     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
