JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
GALATI," 8,825     "," 3,747     "," 5,078     "," 1,212     "," 7,613     ", 5.24     , 4.94     , 5.49     ,
GIURGIU," 2,156     "," 1,113     "," 1,043     ", 355     ," 1,801     ", 3.24     , 3.82     , 2.78     ,
GORJ," 3,960     "," 1,978     "," 1,982     "," 1,079     "," 2,881     ", 3.24     , 3.57     , 2.96     ,
HARGHITA," 5,246     "," 2,308     "," 2,938     "," 1,371     "," 3,875     ", 4.26     , 4.44     , 4.13     ,
HUNEDOARA," 7,275     "," 3,977     "," 3,298     "," 2,324     "," 4,951     ", 4.67     , 5.46     , 3.97     ,
IALOMITA," 4,066     "," 1,874     "," 2,192     ", 876     ," 3,190     ", 5.11     , 5.28     , 4.98     ,
IASI," 8,245     "," 3,574     "," 4,671     "," 1,062     "," 7,183     ", 2.99     , 2.84     , 3.11     ,
ILFOV," 1,001     ", 594     , 407     , 396     , 605     , 0.47     , 0.68     , 0.32     ,
MARAMURES," 4,494     "," 2,251     "," 2,243     "," 1,600     "," 2,894     ", 2.51     , 2.84     , 2.25     ,
MEHEDINTI," 6,188     "," 2,750     "," 3,438     "," 1,044     "," 5,144     ", 7.25     , 7.16     , 7.33     ,
MUN. BUC.," 10,802     "," 6,279     "," 4,523     "," 1,708     "," 9,094     ", 0.86     , 0.99     , 0.73     ,
MURES," 6,834     "," 3,120     "," 3,714     "," 1,295     "," 5,539     ", 3.20     , 3.47     , 3.00     ,
NEAMT," 6,396     "," 2,810     "," 3,586     "," 1,732     "," 4,664     ", 4.13     , 4.07     , 4.18     ,
OLT," 7,370     "," 3,424     "," 3,946     "," 1,472     "," 5,898     ", 5.51     , 5.89     , 5.22     ,
PRAHOVA," 6,331     "," 3,222     "," 3,109     "," 2,180     "," 4,151     ", 2.32     , 2.85     , 1.94     ,
SALAJ," 5,123     "," 2,265     "," 2,858     "," 1,184     "," 3,939     ", 5.53     , 5.71     , 5.39     ,
SATU MARE," 5,360     "," 2,409     "," 2,951     ", 775     ," 4,585     ", 4.10     , 4.06     , 4.13     ,
SIBIU," 4,283     "," 2,118     "," 2,165     "," 1,015     "," 3,268     ", 2.24     , 2.47     , 2.05     ,
SUCEAVA," 11,571     "," 4,851     "," 6,720     "," 3,328     "," 8,243     ", 5.89     , 5.65     , 6.09     ,
TELEORMAN," 8,058     "," 3,438     "," 4,620     "," 1,387     "," 6,671     ", 7.29     , 6.81     , 7.69     ,
TIMIS," 2,615     "," 1,387     "," 1,228     "," 1,561     "," 1,054     ", 0.78     , 0.94     , 0.65     ,
TULCEA," 2,597     "," 1,312     "," 1,285     ", 785     ," 1,812     ", 3.52     , 3.85     , 3.24     ,
VALCEA," 5,421     "," 2,793     "," 2,628     "," 2,111     "," 3,310     ", 3.79     , 4.46     , 3.26     ,
VASLUI," 8,864     "," 3,641     "," 5,223     "," 1,212     "," 7,652     ", 8.17     , 7.15     , 9.07     ,
VRANCEA," 2,967     "," 1,397     "," 1,570     ", 686     ," 2,281     ", 2.56     , 2.64     , 2.49     ,
Total ," 239,815     "," 113,650     "," 126,165     "," 57,644     "," 182,171     ", 2.98     , 3.14     , 2.85     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
