JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
SATU M.," 4,482     "," 2,047     "," 2,435     ", 471     ," 4,011     ", 3.51     , 3.59     , 3.44     ,
SIBIU," 3,572     "," 1,644     "," 1,928     ", 772     ," 2,800     ", 1.94     , 2.01     , 1.88     ,
SUCEAVA," 10,061     "," 4,436     "," 5,625     "," 2,336     "," 7,725     ", 5.26     , 5.38     , 5.17     ,
TELEORMAN," 8,450     "," 3,598     "," 4,852     ", 891     ," 7,559     ", 7.79     , 7.17     , 8.32     ,
TIMIS," 2,808     "," 1,511     "," 1,297     "," 1,011     "," 1,797     ", 0.86     , 1.08     , 0.69     ,
TULCEA," 2,472     "," 1,261     "," 1,211     ", 461     ," 2,011     ", 3.41     , 3.88     , 3.03     ,
VALCEA," 4,639     "," 2,333     "," 2,306     "," 1,406     "," 3,233     ", 3.34     , 3.90     , 2.91     ,
VASLUI," 8,515     "," 3,525     "," 4,990     ", 665     ," 7,850     ", 8.03     , 7.12     , 8.83     ,
VRANCEA," 4,954     "," 2,186     "," 2,768     ", 580     ," 4,374     ", 4.38     , 4.20     , 4.52     ,
Total ," 225,424     "," 106,509     "," 118,915     "," 38,571     "," 186,853     ", 2.88     , 3.05     , 2.74     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
