JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
MARAMURES," 3,786     "," 2,011     "," 1,775     "," 1,053     "," 2,733     ", 2.15     , 2.55     , 1.84     ,
MEHEDINTI," 5,859     "," 2,602     "," 3,257     ", 608     ," 5,251     ", 7.09     , 7.25     , 6.97     ,
MUN. BUC.," 12,207     "," 6,996     "," 5,211     "," 1,117     "," 11,090     ", 1.00     , 1.14     , 0.85     ,
MURES," 5,858     "," 2,742     "," 3,116     ", 834     ," 5,024     ", 2.82     , 3.10     , 2.61     ,
NEAMT," 6,280     "," 2,731     "," 3,549     ", 984     ," 5,296     ", 4.17     , 4.20     , 4.15     ,
OLT," 7,175     "," 3,307     "," 3,868     ", 696     ," 6,479     ", 5.54     , 5.97     , 5.23     ,
PRAHOVA," 6,225     "," 3,216     "," 3,009     "," 1,639     "," 4,586     ", 2.34     , 2.92     , 1.93     ,
SALAJ," 4,383     "," 1,957     "," 2,426     ", 699     ," 3,684     ", 4.89     , 5.16     , 4.68     ,
SATU MARE," 4,344     "," 1,951     "," 2,393     ", 562     ," 3,782     ", 3.40     , 3.42     , 3.38     ,
SIBIU," 4,962     "," 2,674     "," 2,288     ", 793     ," 4,169     ", 2.69     , 3.27     , 2.23     ,
SUCEAVA," 9,911     "," 4,424     "," 5,487     "," 2,074     "," 7,837     ", 5.18     , 5.36     , 5.04     ,
TELEORMAN," 8,311     "," 3,541     "," 4,770     ", 823     ," 7,488     ", 7.66     , 7.05     , 8.18     ,
TIMIS," 2,555     "," 1,395     "," 1,160     ", 787     ," 1,768     ", 0.78     , 1.00     , 0.62     ,
TULCEA," 2,544     "," 1,273     "," 1,271     ", 487     ," 2,057     ", 3.51     , 3.92     , 3.18     ,
VALCEA," 4,159     "," 2,023     "," 2,136     "," 1,075     "," 3,084     ", 2.99     , 3.38     , 2.70     ,
VASLUI," 8,085     "," 3,339     "," 4,746     ", 618     ," 7,467     ", 7.63     , 6.75     , 8.40     ,
VRANCEA," 4,187     "," 1,822     "," 2,365     ", 470     ," 3,717     ", 3.70     , 3.50     , 3.86     ,
Total ," 227,617     "," 109,813     "," 117,804     "," 36,272     "," 191,345     ", 2.90     , 3.14     , 2.72     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
