JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
DAMBOVITA," 6,151     "," 2,838     "," 3,313     "," 1,708     "," 4,443     ", 3.20     , 3.45     , 3.00     ,
DOLJ," 16,776     "," 7,237     "," 9,539     "," 2,834     "," 13,942     ", 6.30     , 5.98     , 6.57     ,
GALATI," 11,020     "," 4,730     "," 6,290     "," 1,904     "," 9,116     ", 5.80     , 5.51     , 6.04     ,
GIURGIU," 2,139     "," 1,106     "," 1,033     ", 585     ," 1,554     ", 2.66     , 2.98     , 2.39     ,
GORJ," 4,432     "," 2,126     "," 2,306     "," 1,642     "," 2,790     ", 3.28     , 3.39     , 3.18     ,
HARGHITA," 5,379     "," 2,713     "," 2,666     "," 1,842     "," 3,537     ", 3.98     , 4.56     , 3.53     ,
HUNEDOARA," 5,432     "," 3,020     "," 2,412     "," 2,847     "," 2,585     ", 3.17     , 3.76     , 2.64     ,
IALOMITA," 4,146     "," 1,863     "," 2,283     "," 1,124     "," 3,022     ", 4.42     , 4.30     , 4.52     ,
IASI," 9,004     "," 4,032     "," 4,972     "," 1,689     "," 7,315     ", 3.03     , 2.89     , 3.15     ,
ILFOV," 1,406     ", 847     , 559     , 860     , 546     , 0.68     , 0.96     , 0.47     ,
MARAMURES," 4,032     "," 1,968     "," 2,064     "," 1,678     "," 2,354     ", 2.00     , 2.12     , 1.90     ,
MEHEDINTI," 5,824     "," 2,509     "," 3,315     "," 1,392     "," 4,432     ", 5.71     , 5.28     , 6.08     ,
MUN. BUC.," 14,867     "," 8,022     "," 6,845     "," 4,247     "," 10,620     ", 1.21     , 1.31     , 1.10     ,
MURES," 6,491     "," 3,078     "," 3,413     "," 1,954     "," 4,537     ", 2.75     , 2.93     , 2.61     ,
NEAMT," 7,591     "," 3,415     "," 4,176     "," 1,918     "," 5,673     ", 4.17     , 4.10     , 4.23     ,
OLT," 8,415     "," 3,802     "," 4,613     "," 1,873     "," 6,542     ", 5.22     , 5.14     , 5.29     ,
PRAHOVA," 7,763     "," 3,937     "," 3,826     "," 3,435     "," 4,328     ", 2.67     , 3.19     , 2.28     ,
SALAJ," 4,974     "," 2,258     "," 2,716     "," 1,216     "," 3,758     ", 4.81     , 4.98     , 4.67     ,
SATU M.," 4,836     "," 2,263     "," 2,573     ", 885     ," 3,951     ", 3.31     , 3.36     , 3.26     ,
SIBIU," 4,336     "," 2,059     "," 2,277     "," 1,898     "," 2,438     ", 2.21     , 2.41     , 2.05     ,
SUCEAVA," 10,709     "," 4,735     "," 5,974     "," 3,814     "," 6,895     ", 4.62     , 4.46     , 4.76     ,
TELEORMAN," 8,518     "," 3,551     "," 4,967     "," 1,325     "," 7,193     ", 6.07     , 5.18     , 6.91     ,
TIMIS," 3,726     "," 2,106     "," 1,620     "," 2,112     "," 1,614     ", 1.06     , 1.36     , 0.83     ,
TULCEA," 2,708     "," 1,320     "," 1,388     ", 706     ," 2,002     ", 3.27     , 3.41     , 3.15     ,
VALCEA," 5,570     "," 2,764     "," 2,806     "," 2,283     "," 3,287     ", 3.45     , 3.83     , 3.15     ,
VASLUI," 9,659     "," 4,121     "," 5,538     "," 1,658     "," 8,001     ", 7.24     , 6.37     , 8.05     ,
VRANCEA," 5,824     "," 2,550     "," 3,274     "," 1,021     "," 4,803     ", 4.27     , 4.00     , 4.51     ,
Total ," 267,456     "," 126,062     "," 141,394     "," 78,061     "," 189,395     ", 3.06     , 3.14     , 2.98     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
