JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
SUCEAVA," 11,074     "," 4,596     "," 6,478     "," 2,931     "," 8,143     ", 5.79     , 5.57     , 5.95     ,
TELEORMAN," 9,362     "," 3,938     "," 5,424     ", 971     ," 8,391     ", 8.63     , 7.84     , 9.30     ,
TIMIS," 2,487     "," 1,267     "," 1,220     ", 904     ," 1,583     ", 0.76     , 0.91     , 0.65     ,
TULCEA," 3,020     "," 1,455     "," 1,565     ", 884     ," 2,136     ", 4.17     , 4.48     , 3.91     ,
VALCEA," 4,828     "," 2,396     "," 2,432     "," 1,525     "," 3,303     ", 3.47     , 4.01     , 3.07     ,
VASLUI," 9,175     "," 3,731     "," 5,444     ", 921     ," 8,254     ", 8.66     , 7.54     , 9.64     ,
VRANCEA," 4,983     "," 2,140     "," 2,843     ", 618     ," 4,365     ", 4.40     , 4.12     , 4.65     ,
Total ," 242,063     "," 112,994     "," 129,069     "," 46,260     "," 195,803     ", 3.09     , 3.23     , 2.98     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
