JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
GIURGIU," 2,073     "," 1,118     ", 955     , 281     ," 1,792     ", 3.21     , 3.95     , 2.64     ,
GORJ," 3,982     "," 2,130     "," 1,852     ", 941     ," 3,041     ", 3.33     , 3.88     , 2.87     ,
HARGHITA," 4,878     "," 2,235     "," 2,643     ", 978     ," 3,900     ", 4.12     , 4.50     , 3.84     ,
HUNEDOARA," 6,242     "," 3,203     "," 3,039     "," 2,169     "," 4,073     ", 4.01     , 4.61     , 3.53     ,
IALOMITA," 3,975     "," 2,039     "," 1,936     ", 561     ," 3,414     ", 5.10     , 5.89     , 4.46     ,
IASI," 7,973     "," 3,521     "," 4,452     ", 740     ," 7,233     ", 2.97     , 2.87     , 3.06     ,
ILFOV, 951     , 533     , 418     , 250     , 701     , 0.46     , 0.65     , 0.34     ,
MARAMURES," 3,870     "," 1,998     "," 1,872     "," 1,072     "," 2,798     ", 2.20     , 2.53     , 1.94     ,
MEHEDINTI," 5,847     "," 2,580     "," 3,267     ", 694     ," 5,153     ", 7.08     , 7.19     , 7.00     ,
MUN. BUC.," 12,220     "," 6,738     "," 5,482     "," 1,100     "," 11,120     ", 1.00     , 1.10     , 0.90     ,
MURES," 5,726     "," 2,650     "," 3,076     ", 961     ," 4,765     ", 2.76     , 3.00     , 2.58     ,
NEAMT," 6,677     "," 2,840     "," 3,837     "," 1,192     "," 5,485     ", 4.44     , 4.37     , 4.49     ,
OLT," 7,512     "," 3,486     "," 4,026     ", 883     ," 6,629     ", 5.81     , 6.29     , 5.44     ,
PRAHOVA," 5,799     "," 2,900     "," 2,899     "," 1,613     "," 4,186     ", 2.18     , 2.64     , 1.86     ,
SALAJ," 4,607     "," 1,991     "," 2,616     ", 661     ," 3,946     ", 5.14     , 5.25     , 5.05     ,
SATU MARE," 4,679     "," 2,062     "," 2,617     ", 529     ," 4,150     ", 3.66     , 3.62     , 3.70     ,
SIBIU," 4,401     "," 2,186     "," 2,215     ", 787     ," 3,614     ", 2.39     , 2.67     , 2.16     ,
SUCEAVA," 10,585     "," 4,569     "," 6,016     "," 2,388     "," 8,197     ", 5.53     , 5.54     , 5.52     ,
TELEORMAN," 8,455     "," 3,574     "," 4,881     ", 889     ," 7,566     ", 7.79     , 7.12     , 8.37     ,
TIMIS," 1,926     ", 975     , 951     , 767     ," 1,159     ", 0.59     , 0.70     , 0.51     ,
TULCEA," 2,752     "," 1,371     "," 1,381     ", 706     ," 2,046     ", 3.80     , 4.22     , 3.45     ,
VALCEA," 4,317     "," 2,143     "," 2,174     "," 1,312     "," 3,005     ", 3.11     , 3.58     , 2.74     ,
VASLUI," 8,709     "," 3,583     "," 5,126     ", 694     ," 8,015     ", 8.22     , 7.24     , 9.07     ,
VRANCEA," 4,634     "," 2,001     "," 2,633     ", 518     ," 4,116     ", 4.09     , 3.85     , 4.30     ,
Total ," 229,116     "," 108,627     "," 120,489     "," 40,310     "," 188,806     ", 2.92     , 3.11     , 2.78     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
