JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
GIURGIU," 2,079     "," 1,120     ", 959     , 247     ," 1,832     ", 3.22     , 3.96     , 2.65     ,
GORJ," 3,912     "," 2,078     "," 1,834     ", 858     ," 3,054     ", 3.27     , 3.79     , 2.84     ,
HARGHITA," 4,712     "," 2,175     "," 2,537     ", 828     ," 3,884     ", 3.98     , 4.38     , 3.69     ,
HUNEDOARA," 6,037     "," 3,162     "," 2,875     "," 2,056     "," 3,981     ", 3.88     , 4.55     , 3.34     ,
IALOMITA," 3,799     "," 1,957     "," 1,842     ", 527     ," 3,272     ", 4.87     , 5.66     , 4.24     ,
IASI," 8,644     "," 4,021     "," 4,623     ", 720     ," 7,924     ", 3.22     , 3.28     , 3.18     ,
ILFOV, 891     , 521     , 370     , 257     , 634     , 0.43     , 0.64     , 0.30     ,
MARAMURES," 4,177     "," 2,224     "," 1,953     "," 1,088     "," 3,089     ", 2.38     , 2.82     , 2.02     ,
MEHEDINTI," 5,722     "," 2,523     "," 3,199     ", 620     ," 5,102     ", 6.93     , 7.03     , 6.85     ,
MUN. BUC.," 12,227     "," 7,058     "," 5,169     "," 1,095     "," 11,132     ", 1.00     , 1.15     , 0.85     ,
MURES," 5,805     "," 2,719     "," 3,086     ", 867     ," 4,938     ", 2.79     , 3.08     , 2.59     ,
NEAMT," 6,509     "," 2,809     "," 3,700     "," 1,005     "," 5,504     ", 4.32     , 4.32     , 4.33     ,
OLT," 7,004     "," 3,247     "," 3,757     ", 730     ," 6,274     ", 5.41     , 5.86     , 5.08     ,
PRAHOVA," 6,081     "," 3,158     "," 2,923     "," 1,585     "," 4,496     ", 2.29     , 2.87     , 1.88     ,
SALAJ," 4,625     "," 2,065     "," 2,560     ", 716     ," 3,909     ", 5.16     , 5.45     , 4.94     ,
SATU MARE," 4,446     "," 1,987     "," 2,459     ", 543     ," 3,903     ", 3.48     , 3.49     , 3.47     ,
SIBIU," 4,955     "," 2,632     "," 2,323     ", 813     ," 4,142     ", 2.69     , 3.22     , 2.26     ,
SUCEAVA," 10,293     "," 4,552     "," 5,741     "," 2,149     "," 8,144     ", 5.38     , 5.52     , 5.27     ,
TELEORMAN," 8,424     "," 3,577     "," 4,847     ", 815     ," 7,609     ", 7.76     , 7.13     , 8.31     ,
TIMIS," 2,375     "," 1,276     "," 1,099     ", 777     ," 1,598     ", 0.73     , 0.92     , 0.58     ,
TULCEA," 2,693     "," 1,349     "," 1,344     ", 514     ," 2,179     ", 3.71     , 4.15     , 3.36     ,
VALCEA," 4,218     "," 2,054     "," 2,164     "," 1,103     "," 3,115     ", 3.03     , 3.43     , 2.73     ,
VASLUI," 8,466     "," 3,490     "," 4,976     ", 605     ," 7,861     ", 7.99     , 7.05     , 8.81     ,
VRANCEA," 4,361     "," 1,901     "," 2,460     ", 481     ," 3,880     ", 3.85     , 3.66     , 4.02     ,
Total ," 228,158     "," 109,804     "," 118,354     "," 37,066     "," 191,092     ", 2.91     , 3.14     , 2.73     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
